Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F01ST33,33,605,District - Vellore,Urban,Less than 15,1101,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,605,District - Vellore,Urban,15-19,367,78,50,20,5,3,0,0,0,0,39,22,17
F01ST33,33,605,District - Vellore,Urban,20-24,408,279,88,80,85,21,4,1,0,0,334,168,166
F01ST33,33,605,District - Vellore,Urban,25-29,387,353,55,64,145,67,18,3,1,0,648,322,326
F01ST33,33,605,District - Vellore,Urban,30-34,313,298,29,36,117,69,28,7,8,4,702,348,354
F01ST33,33,605,District - Vellore,Urban,35-39,306,302,25,32,109,78,34,14,5,5,760,389,371
F01ST33,33,605,District - Vellore,Urban,40-44,241,240,17,29,87,55,27,14,5,6,629,343,286
F01ST33,33,605,District - Vellore,Urban,45-49,221,220,21,25,55,64,21,14,11,9,619,324,295
F01ST33,33,605,District - Vellore,Urban,50-54,167,167,9,15,41,46,28,16,6,6,514,256,258
F01ST33,33,605,District - Vellore,Urban,55-59,146,145,11,20,29,26,28,19,5,7,445,215,230
F01ST33,33,605,District - Vellore,Urban,60-64,114,112,13,9,25,28,10,15,7,5,344,180,164
F01ST33,33,605,District - Vellore,Urban,65-69,66,65,10,8,8,11,10,10,3,5,201,100,101
F01ST33,33,605,District - Vellore,Urban,70-74,53,52,4,6,8,12,8,4,5,5,180,91,89
F01ST33,33,605,District - Vellore,Urban,75-79,27,26,4,6,1,3,4,2,2,4,87,38,49
F01ST33,33,605,District - Vellore,Urban,80+,34,32,3,8,6,5,1,4,2,3,92,43,49
F01ST33,33,606,District - Tiruvannamalai,Total,All Ages,44998,27123,4351,4056,6297,5618,3530,1796,814,661,66599,36155,30444
F01ST33,33,606,District - Tiruvannamalai,Total,Less than 15,13737,92,56,18,18,0,0,0,0,0,54,21,33
F01ST33,33,606,District - Tiruvannamalai,Total,15-19,4150,1196,761,302,91,18,24,0,0,0,634,350,284
F01ST33,33,606,District - Tiruvannamalai,Total,20-24,4389,3600,1102,1223,921,268,63,13,2,8,4261,2346,1915
F01ST33,33,606,District - Tiruvannamalai,Total,25-29,4256,4042,535,662,1471,986,289,71,15,13,8269,4286,3983
F01ST33,33,606,District - Tiruvannamalai,Total,30-34,3200,3109,291,295,853,987,480,151,37,15,7981,4280,3701
F01ST33,33,606,District - Tiruvannamalai,Total,35-39,3417,3374,258,313,804,1029,615,241,72,42,9423,5215,4208
F01ST33,33,606,District - Tiruvannamalai,Total,40-44,2837,2795,251,249,614,702,533,266,115,65,8216,4471,3745
F01ST33,33,606,District - Tiruvannamalai,Total,45-49,2566,2543,241,287,522,568,467,250,118,90,7549,4200,3349
F01ST33,33,606,District - Tiruvannamalai,Total,50-54,1869,1855,218,191,349,363,343,199,110,82,5642,3148,2494
F01ST33,33,606,District - Tiruvannamalai,Total,55-59,1449,1445,182,174,234,277,233,182,85,78,4412,2366,2046
F01ST33,33,606,District - Tiruvannamalai,Total,60-64,1250,1242,186,137,171,192,192,186,80,98,4009,2187,1822
F01ST33,33,606,District - Tiruvannamalai,Total,65-69,810,796,99,84,121,108,112,113,78,81,2748,1474,1274
F01ST33,33,606,District - Tiruvannamalai,Total,70-74,578,570,93,71,77,68,93,69,53,46,1829,975,854
F01ST33,33,606,District - Tiruvannamalai,Total,75-79,192,190,27,19,25,19,34,27,21,18,666,370,296
F01ST33,33,606,District - Tiruvannamalai,Total,80+,267,264,46,29,24,32,52,28,28,25,897,461,436
F01ST33,33,606,District - Tiruvannamalai,Rural,All Ages,42911,25846,4131,3873,5938,5366,3384,1727,788,639,63688,34643,29045
F01ST33,33,606,District - Tiruvannamalai,Rural,Less than 15,13148,87,52,18,17,0,0,0,0,0,52,20,32
F01ST33,33,606,District - Tiruvannamalai,Rural,15-19,3966,1146,729,291,84,18,24,0,0,0,609,338,271
F01ST33,33,606,District - Tiruvannamalai,Rural,20-24,4177,3444,1051,1184,876,260,54,11,2,6,4046,2217,1829
F01ST33,33,606,District - Tiruvannamalai,Rural,25-29,4037,3844,504,633,1389,946,280,68,12,12,7880,4092,3788
F01ST33,33,606,District - Tiruvannamalai,Rural,30-34,3042,2959,274,280,796,950,465,145,34,15,7633,4083,3550
F01ST33,33,606,District - Tiruvannamalai,Rural,35-39,3258,3217,243,293,755,977,602,235,71,41,9054,5046,4008
F01ST33,33,606,District - Tiruvannamalai,Rural,40-44,2713,2671,231,241,581,673,511,260,110,64,7900,4307,3593
F01ST33,33,606,District - Tiruvannamalai,Rural,45-49,2454,2432,229,273,498,544,444,241,114,89,7246,4047,3199
F01ST33,33,606,District - Tiruvannamalai,Rural,50-54,1777,1764,208,181,325,345,329,188,108,80,5392,3012,2380
F01ST33,33,606,District - Tiruvannamalai,Rural,55-59,1361,1358,176,164,213,257,219,175,81,73,4149,2230,1919
F01ST33,33,606,District - Tiruvannamalai,Rural,60-64,1191,1183,180,124,163,179,184,179,79,95,3842,2102,1740
F01ST33,33,606,District - Tiruvannamalai,Rural,65-69,769,756,94,79,116,103,102,107,76,79,2620,1406,1214
F01ST33,33,606,District - Tiruvannamalai,Rural,70-74,551,544,90,67,75,64,87,65,53,43,1741,930,811
F01ST33,33,606,District - Tiruvannamalai,Rural,75-79,188,186,25,19,25,19,33,27,21,17,655,366,289
F01ST33,33,606,District - Tiruvannamalai,Rural,80+,248,245,40,24,23,30,50,26,27,25,860,442,418
F01ST33,33,606,District - Tiruvannamalai,Urban,All Ages,2087,1277,220,183,359,252,146,69,26,22,2911,1512,1399
F01ST33,33,606,District - Tiruvannamalai,Urban,Less than 15,589,5,4,0,1,0,0,0,0,0,2,1,1
F01ST33,33,606,District - Tiruvannamalai,Urban,15-19,184,50,32,11,7,0,0,0,0,0,25,12,13
F01ST33,33,606,District - Tiruvannamalai,Urban,20-24,212,156,51,39,45,8,9,2,0,2,215,129,86
F01ST33,33,606,District - Tiruvannamalai,Urban,25-29,219,198,31,29,82,40,9,3,3,1,389,194,195
F01ST33,33,606,District - Tiruvannamalai,Urban,30-34,158,150,17,15,57,37,15,6,3,0,348,197,151
F01ST33,33,606,District - Tiruvannamalai,Urban,35-39,159,157,15,20,49,52,13,6,1,1,369,169,200
F01ST33,33,606,District - Tiruvannamalai,Urban,40-44,124,124,20,8,33,29,22,6,5,1,316,164,152
F01ST33,33,606,District - Tiruvannamalai,Urban,45-49,112,111,12,14,24,24,23,9,4,1,303,153,150
F01ST33,33,606,District - Tiruvannamalai,Urban,50-54,92,91,10,10,24,18,14,11,2,2,250,136,114
F01ST33,33,606,District - Tiruvannamalai,Urban,55-59,88,87,6,10,21,20,14,7,4,5,263,136,127
F01ST33,33,606,District - Tiruvannamalai,Urban,60-64,59,59,6,13,8,13,8,7,1,3,167,85,82
F01ST33,33,606,District - Tiruvannamalai,Urban,65-69,41,40,5,5,5,5,10,6,2,2,128,68,60
F01ST33,33,606,District - Tiruvannamalai,Urban,70-74,27,26,3,4,2,4,6,4,0,3,88,45,43
F01ST33,33,606,District - Tiruvannamalai,Urban,75-79,4,4,2,0,0,0,1,0,0,1,11,4,7
F01ST33,33,606,District - Tiruvannamalai,Urban,80+,19,19,6,5,1,2,2,2,1,0,37,19,18
F01ST33,33,607,District - Viluppuram,Total,All Ages,37289,22391,4817,3308,5363,4627,2317,1096,480,383,48581,26263,22318
F01ST33,33,607,District - Viluppuram,Total,Less than 15,11722,90,75,7,8,0,0,0,0,0,23,9,14
F01ST33,33,607,District - Viluppuram,Total,15-19,3284,859,612,178,43,18,8,0,0,0,350,169,181
F01ST33,33,607,District - Viluppuram,Total,20-24,3645,3074,1099,895,769,238,47,11,3,12,3501,1889,1612
F01ST33,33,607,District - Viluppuram,Total,25-29,3784,3641,626,519,1264,921,236,43,14,18,7197,3842,3355
F01ST33,33,607,District - Viluppuram,Total,30-34,2728,2681,389,257,802,784,315,98,24,12,6204,3366,2838
F01ST33,33,607,District - Viluppuram,Total,35-39,2840,2827,370,285,711,841,413,138,45,24,7026,3740,3286
F01ST33,33,607,District - Viluppuram,Total,40-44,2157,2151,276,235,524,564,313,155,52,32,5576,3036,2540
F01ST33,33,607,District - Viluppuram,Total,45-49,2124,2111,329,265,461,465,324,168,64,35,5368,2953,2415
F01ST33,33,607,District - Viluppuram,Total,50-54,1458,1452,248,194,280,288,197,137,61,47,3813,2102,1711
F01ST33,33,607,District - Viluppuram,Total,55-59,1200,1195,253,161,183,215,147,116,77,43,3158,1723,1435
F01ST33,33,607,District - Viluppuram,Total,60-64,1020,1015,237,149,134,143,141,104,61,46,2662,1480,1182
F01ST33,33,607,District - Viluppuram,Total,65-69,611,601,112,83,96,76,86,70,35,43,1752,951,801
F01ST33,33,607,District - Viluppuram,Total,70-74,389,386,101,45,46,44,54,32,25,39,1116,572,544
F01ST33,33,607,District - Viluppuram,Total,75-79,152,151,41,14,22,18,20,13,11,12,414,214,200
F01ST33,33,607,District - Viluppuram,Total,80+,157,148,45,18,19,12,15,11,8,20,412,211,201
F01ST33,33,607,District - Viluppuram,Rural,All Ages,35581,21501,4664,3177,5134,4437,2221,1052,453,363,46495,25182,21313
F01ST33,33,607,District - Viluppuram,Rural,Less than 15,11109,82,67,7,8,0,0,0,0,0,23,9,14
F01ST33,33,607,District - Viluppuram,Rural,15-19,3100,823,584,173,42,16,8,0,0,0,337,164,173
F01ST33,33,607,District - Viluppuram,Rural,20-24,3495,2966,1064,868,734,233,42,10,3,12,3364,1813,1551
F01ST33,33,607,District - Viluppuram,Rural,25-29,3645,3513,612,496,1220,888,228,39,13,17,6922,3718,3204
F01ST33,33,607,District - Viluppuram,Rural,30-34,2598,2557,371,239,766,755,298,96,21,11,5922,3221,2701
F01ST33,33,607,District - Viluppuram,Rural,35-39,2717,2706,362,272,670,807,400,128,44,23,6713,3575,3138
F01ST33,33,607,District - Viluppuram,Rural,40-44,2076,2070,272,223,502,544,302,148,48,31,5349,2918,2431
F01ST33,33,607,District - Viluppuram,Rural,45-49,2043,2031,321,254,445,443,310,164,59,35,5153,2840,2313
F01ST33,33,607,District - Viluppuram,Rural,50-54,1396,1390,242,189,267,270,189,131,56,46,3628,2003,1625
F01ST33,33,607,District - Viluppuram,Rural,55-59,1156,1151,250,157,176,204,137,112,74,41,3013,1640,1373
F01ST33,33,607,District - Viluppuram,Rural,60-64,982,977,230,142,128,138,134,102,58,45,2564,1430,1134
F01ST33,33,607,District - Viluppuram,Rural,65-69,580,570,106,81,93,66,84,67,34,39,1651,894,757
F01ST33,33,607,District - Viluppuram,Rural,70-74,373,371,98,42,45,43,53,32,24,34,1057,545,512
F01ST33,33,607,District - Viluppuram,Rural,75-79,145,144,38,14,20,18,20,12,11,11,398,206,192
F01ST33,33,607,District - Viluppuram,Rural,80+,148,141,43,17,17,12,15,11,8,18,392,200,192
F01ST33,33,607,District - Viluppuram,Urban,All Ages,1708,890,153,131,229,190,96,44,27,20,2086,1081,1005
F01ST33,33,607,District - Viluppuram,Urban,Less than 15,613,8,8,0,0,0,0,0,0,0,0,0,0
F01ST33,33,607,District - Viluppuram,Urban,15-19,184,36,28,5,1,2,0,0,0,0,13,5,8
F01ST33,33,607,District - Viluppuram,Urban,20-24,150,108,35,27,35,5,5,1,0,0,137,76,61
F01ST33,33,607,District - Viluppuram,Urban,25-29,139,128,14,23,44,33,8,4,1,1,275,124,151
F01ST33,33,607,District - Viluppuram,Urban,30-34,130,124,18,18,36,29,17,2,3,1,282,145,137
F01ST33,33,607,District - Viluppuram,Urban,35-39,123,121,8,13,41,34,13,10,1,1,313,165,148
F01ST33,33,607,District - Viluppuram,Urban,40-44,81,81,4,12,22,20,11,7,4,1,227,118,109
F01ST33,33,607,District - Viluppuram,Urban,45-49,81,80,8,11,16,22,14,4,5,0,215,113,102
F01ST33,33,607,District - Viluppuram,Urban,50-54,62,62,6,5,13,18,8,6,5,1,185,99,86
F01ST33,33,607,District - Viluppuram,Urban,55-59,44,44,3,4,7,11,10,4,3,2,145,83,62
F01ST33,33,607,District - Viluppuram,Urban,60-64,38,38,7,7,6,5,7,2,3,1,98,50,48
F01ST33,33,607,District - Viluppuram,Urban,65-69,31,31,6,2,3,10,2,3,1,4,101,57,44
F01ST33,33,607,District - Viluppuram,Urban,70-74,16,15,3,3,1,1,1,0,1,5,59,27,32
F01ST33,33,607,District - Viluppuram,Urban,75-79,7,7,3,0,2,0,0,1,0,1,16,8,8
F01ST33,33,607,District - Viluppuram,Urban,80+,9,7,2,1,2,0,0,0,0,2,20,11,9
F01ST33,33,608,District - Salem,Total,All Ages,58880,38390,5548,6529,11598,8036,3900,1690,640,449,85174,44929,40245
F01ST33,33,608,District - Salem,Total,Less than 15,15245,95,79,5,11,0,0,0,0,0,27,13,14
F01ST33,33,608,District - Salem,Total,15-19,5007,1287,937,281,49,11,9,0,0,0,448,223,225
F01ST33,33,608,District - Salem,Total,20-24,5480,4413,1506,1526,1079,253,34,5,2,8,4678,2461,2217
F01ST33,33,608,District - Salem,Total,25-29,5851,5581,750,1127,2291,1112,237,47,5,12,10373,5510,4863
F01ST33,33,608,District - Salem,Total,30-34,4467,4374,353,597,1742,1169,390,85,20,18,9834,5164,4670
F01ST33,33,608,District - Salem,Total,35-39,5053,5003,375,689,1676,1388,614,180,61,20,12073,6354,5719
F01ST33,33,608,District - Salem,Total,40-44,4068,4037,292,541,1305,1033,561,209,64,32,10176,5451,4725
F01ST33,33,608,District - Salem,Total,45-49,3866,3848,245,532,1210,978,506,237,94,46,9998,5341,4657
F01ST33,33,608,District - Salem,Total,50-54,2732,2718,239,371,747,640,421,185,68,47,7152,3793,3359
F01ST33,33,608,District - Salem,Total,55-59,2359,2349,174,310,586,546,381,204,90,58,6643,3439,3204
F01ST33,33,608,District - Salem,Total,60-64,1995,1978,250,254,438,388,301,195,95,57,5489,2881,2608
F01ST33,33,608,District - Salem,Total,65-69,1201,1196,141,137,222,243,188,152,55,58,3590,1892,1698
F01ST33,33,608,District - Salem,Total,70-74,837,835,103,85,146,158,141,107,45,50,2608,1326,1282
F01ST33,33,608,District - Salem,Total,75-79,303,300,47,28,43,58,54,34,18,18,917,488,429
F01ST33,33,608,District - Salem,Total,80+,376,363,53,42,50,58,62,50,23,25,1151,584,567
F01ST33,33,608,District - Salem,Rural,All Ages,54427,35629,5125,6002,10572,7564,3721,1618,615,412,79658,42006,37652
F01ST33,33,608,District - Salem,Rural,Less than 15,14034,77,64,4,9,0,0,0,0,0,22,10,12
F01ST33,33,608,District - Salem,Rural,15-19,4602,1223,882,274,48,10,9,0,0,0,436,216,220
F01ST33,33,608,District - Salem,Rural,20-24,5098,4142,1403,1439,1013,239,34,5,2,7,4410,2318,2092
F01ST33,33,608,District - Salem,Rural,25-29,5407,5164,684,1024,2121,1056,220,44,4,11,9664,5137,4527
F01ST33,33,608,District - Salem,Rural,30-34,4132,4047,330,528,1579,1106,383,85,19,17,9208,4828,4380
F01ST33,33,608,District - Salem,Rural,35-39,4700,4656,347,625,1516,1325,590,175,58,20,11361,5987,5374
F01ST33,33,608,District - Salem,Rural,40-44,3817,3786,268,503,1196,988,541,201,62,27,9613,5145,4468
F01ST33,33,608,District - Salem,Rural,45-49,3588,3571,224,483,1085,929,487,228,91,44,9399,4991,4408
F01ST33,33,608,District - Salem,Rural,50-54,2538,2524,216,340,665,606,403,183,67,44,6746,3563,3183
F01ST33,33,608,District - Salem,Rural,55-59,2184,2175,160,284,531,496,360,200,89,55,6220,3226,2994
F01ST33,33,608,District - Salem,Rural,60-64,1828,1812,233,227,389,353,283,183,90,54,5069,2690,2379
F01ST33,33,608,District - Salem,Rural,65-69,1117,1112,129,130,204,217,175,145,55,57,3375,1781,1594
F01ST33,33,608,District - Salem,Rural,70-74,743,742,90,77,128,138,129,97,42,41,2317,1184,1133
F01ST33,33,608,District - Salem,Rural,75-79,262,259,42,23,38,49,49,30,13,15,782,414,368
F01ST33,33,608,District - Salem,Rural,80+,339,327,49,38,47,51,57,42,23,20,1020,507,513
F01ST33,33,608,District - Salem,Urban,All Ages,4453,2761,423,527,1026,472,179,72,25,37,5516,2923,2593
F01ST33,33,608,District - Salem,Urban,Less than 15,1211,18,15,1,2,0,0,0,0,0,5,3,2
F01ST33,33,608,District - Salem,Urban,15-19,405,64,55,7,1,1,0,0,0,0,12,7,5
F01ST33,33,608,District - Salem,Urban,20-24,382,271,103,87,66,14,0,0,0,1,268,143,125
F01ST33,33,608,District - Salem,Urban,25-29,444,417,66,103,170,56,17,3,1,1,709,373,336
F01ST33,33,608,District - Salem,Urban,30-34,335,327,23,69,163,63,7,0,1,1,626,336,290
F01ST33,33,608,District - Salem,Urban,35-39,353,347,28,64,160,63,24,5,3,0,712,367,345
F01ST33,33,608,District - Salem,Urban,40-44,251,251,24,38,109,45,20,8,2,5,563,306,257
F01ST33,33,608,District - Salem,Urban,45-49,278,277,21,49,125,49,19,9,3,2,599,350,249
F01ST33,33,608,District - Salem,Urban,50-54,194,194,23,31,82,34,18,2,1,3,406,230,176
F01ST33,33,608,District - Salem,Urban,55-59,175,174,14,26,55,50,21,4,1,3,423,213,210
F01ST33,33,608,District - Salem,Urban,60-64,167,166,17,27,49,35,18,12,5,3,420,191,229
F01ST33,33,608,District - Salem,Urban,65-69,84,84,12,7,18,26,13,7,0,1,215,111,104
F01ST33,33,608,District - Salem,Urban,70-74,94,93,13,8,18,20,12,10,3,9,291,142,149
F01ST33,33,608,District - Salem,Urban,75-79,41,41,5,5,5,9,5,4,5,3,135,74,61
F01ST33,33,608,District - Salem,Urban,80+,37,36,4,4,3,7,5,8,0,5,131,77,54
F01ST33,33,609,District - Namakkal,Total,All Ages,27676,18108,2962,3106,5212,3474,1874,832,359,289,40013,21206,18807
F01ST33,33,609,District - Namakkal,Total,Less than 15,7132,63,43,6,14,0,0,0,0,0,34,17,17
F01ST33,33,609,District - Namakkal,Total,15-19,2462,682,507,124,40,5,6,0,0,0,243,125,118
F01ST33,33,609,District - Namakkal,Total,20-24,2576,2095,733,704,530,107,13,3,1,4,2188,1197,991
F01ST33,33,609,District - Namakkal,Total,25-29,2707,2598,384,561,1079,429,109,21,6,9,4661,2470,2191
F01ST33,33,609,District - Namakkal,Total,30-34,2025,1982,204,272,820,465,154,47,11,9,4298,2286,2012
F01ST33,33,609,District - Namakkal,Total,35-39,2327,2311,196,326,790,607,284,78,24,6,5442,2892,2550
F01ST33,33,609,District - Namakkal,Total,40-44,1921,1910,177,262,586,467,257,108,31,22,4760,2556,2204
F01ST33,33,609,District - Namakkal,Total,45-49,1864,1859,161,262,472,453,300,142,41,28,4939,2623,2316
F01ST33,33,609,District - Namakkal,Total,50-54,1286,1278,129,163,299,294,219,95,53,26,3511,1863,1648
F01ST33,33,609,District - Namakkal,Total,55-59,1022,1018,103,135,203,233,159,88,48,49,2987,1567,1420
F01ST33,33,609,District - Namakkal,Total,60-64,918,907,126,107,160,180,144,96,52,42,2656,1418,1238
F01ST33,33,609,District - Namakkal,Total,65-69,585,579,66,70,100,107,103,60,40,33,1793,918,875
F01ST33,33,609,District - Namakkal,Total,70-74,457,455,73,63,63,77,65,52,28,34,1374,696,678
F01ST33,33,609,District - Namakkal,Total,75-79,170,168,23,27,21,25,31,18,10,13,523,259,264
F01ST33,33,609,District - Namakkal,Total,80+,194,191,35,23,30,25,28,22,14,14,575,303,272
F01ST33,33,609,District - Namakkal,Rural,All Ages,26835,17726,2909,3034,5065,3413,1849,814,356,286,39234,20779,18455
F01ST33,33,609,District - Namakkal,Rural,Less than 15,6881,62,42,6,14,0,0,0,0,0,34,17,17
F01ST33,33,609,District - Namakkal,Rural,15-19,2282,663,494,121,37,5,6,0,0,0,234,119,115
F01ST33,33,609,District - Namakkal,Rural,20-24,2497,2049,718,688,516,106,13,3,1,4,2141,1170,971
F01ST33,33,609,District - Namakkal,Rural,25-29,2634,2530,377,543,1051,419,106,19,6,9,4535,2398,2137
F01ST33,33,609,District - Namakkal,Rural,30-34,1970,1930,200,262,790,459,152,47,11,9,4202,2237,1965
F01ST33,33,609,District - Namakkal,Rural,35-39,2269,2255,194,320,761,594,280,76,24,6,5313,2823,2490
F01ST33,33,609,District - Namakkal,Rural,40-44,1881,1870,175,256,570,457,256,106,29,21,4659,2500,2159
F01ST33,33,609,District - Namakkal,Rural,45-49,1825,1820,159,255,458,446,295,139,41,27,4840,2568,2272
F01ST33,33,609,District - Namakkal,Rural,50-54,1258,1250,127,160,292,287,214,92,53,25,3431,1820,1611
F01ST33,33,609,District - Namakkal,Rural,55-59,1010,1006,102,133,199,230,158,87,48,49,2959,1551,1408
F01ST33,33,609,District - Namakkal,Rural,60-64,910,899,124,107,159,180,143,93,51,42,2629,1402,1227
F01ST33,33,609,District - Namakkal,Rural,65-69,581,575,65,70,99,107,102,59,40,33,1782,913,869
F01ST33,33,609,District - Namakkal,Rural,70-74,454,452,73,63,63,76,63,52,28,34,1363,690,673
F01ST33,33,609,District - Namakkal,Rural,75-79,168,167,22,27,21,25,31,18,10,13,523,259,264
F01ST33,33,609,District - Namakkal,Rural,80+,189,186,35,22,30,22,28,21,14,14,560,296,264
F01ST33,33,609,District - Namakkal,Urban,All Ages,841,382,53,72,147,61,25,18,3,3,779,427,352
F01ST33,33,609,District - Namakkal,Urban,Less than 15,251,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,609,District - Namakkal,Urban,15-19,180,19,13,3,3,0,0,0,0,0,9,6,3
F01ST33,33,609,District - Namakkal,Urban,20-24,79,46,15,16,14,1,0,0,0,0,47,27,20
F01ST33,33,609,District - Namakkal,Urban,25-29,73,68,7,18,28,10,3,2,0,0,126,72,54
F01ST33,33,609,District - Namakkal,Urban,30-34,55,52,4,10,30,6,2,0,0,0,96,49,47
F01ST33,33,609,District - Namakkal,Urban,35-39,58,56,2,6,29,13,4,2,0,0,129,69,60
F01ST33,33,609,District - Namakkal,Urban,40-44,40,40,2,6,16,10,1,2,2,1,101,56,45
F01ST33,33,609,District - Namakkal,Urban,45-49,39,39,2,7,14,7,5,3,0,1,99,55,44
F01ST33,33,609,District - Namakkal,Urban,50-54,28,28,2,3,7,7,5,3,0,1,80,43,37
F01ST33,33,609,District - Namakkal,Urban,55-59,12,12,1,2,4,3,1,1,0,0,28,16,12
F01ST33,33,609,District - Namakkal,Urban,60-64,8,8,2,0,1,0,1,3,1,0,27,16,11
F01ST33,33,609,District - Namakkal,Urban,65-69,4,4,1,0,1,0,1,1,0,0,11,5,6
F01ST33,33,609,District - Namakkal,Urban,70-74,3,3,0,0,0,1,2,0,0,0,11,6,5
F01ST33,33,609,District - Namakkal,Urban,75-79,2,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,609,District - Namakkal,Urban,80+,5,5,0,1,0,3,0,1,0,0,15,7,8
F01ST33,33,610,District - Erode,Total,All Ages,10856,7077,1211,1246,1978,1152,676,347,221,246,16399,8554,7845
F01ST33,33,610,District - Erode,Total,Less than 15,2911,23,19,2,2,0,0,0,0,0,6,2,4
F01ST33,33,610,District - Erode,Total,15-19,894,302,200,72,16,10,4,0,0,0,150,73,77
F01ST33,33,610,District - Erode,Total,20-24,1023,840,323,267,186,52,7,2,1,2,854,451,403
F01ST33,33,610,District - Erode,Total,25-29,1035,981,213,222,328,154,37,17,7,3,1641,880,761
F01ST33,33,610,District - Erode,Total,30-34,849,823,96,111,286,173,88,39,16,14,1958,1011,947
F01ST33,33,610,District - Erode,Total,35-39,982,969,68,153,347,208,103,41,32,17,2410,1259,1151
F01ST33,33,610,District - Erode,Total,40-44,742,729,57,119,265,130,72,36,28,22,1847,940,907
F01ST33,33,610,District - Erode,Total,45-49,659,654,49,106,200,117,88,46,18,30,1790,936,854
F01ST33,33,610,District - Erode,Total,50-54,462,462,43,42,110,94,75,41,34,23,1439,743,696
F01ST33,33,610,District - Erode,Total,55-59,388,384,35,49,85,66,66,34,19,30,1199,638,561
F01ST33,33,610,District - Erode,Total,60-64,348,348,35,36,67,68,52,41,18,31,1135,585,550
F01ST33,33,610,District - Erode,Total,65-69,264,263,29,37,48,40,30,23,21,35,900,501,399
F01ST33,33,610,District - Erode,Total,70-74,143,143,19,15,15,23,26,12,14,19,523,251,272
F01ST33,33,610,District - Erode,Total,75-79,70,70,10,6,10,7,13,7,8,9,262,136,126
F01ST33,33,610,District - Erode,Total,80+,83,83,15,8,13,10,14,8,5,10,273,142,131
F01ST33,33,610,District - Erode,Rural,All Ages,9957,6460,1121,1111,1753,1064,632,331,212,236,15160,7895,7265
F01ST33,33,610,District - Erode,Rural,Less than 15,2717,23,19,2,2,0,0,0,0,0,6,2,4
F01ST33,33,610,District - Erode,Rural,15-19,826,282,187,66,15,10,4,0,0,0,142,68,74
F01ST33,33,610,District - Erode,Rural,20-24,934,782,304,247,172,47,7,2,1,2,791,421,370
F01ST33,33,610,District - Erode,Rural,25-29,955,907,198,199,304,145,35,16,7,3,1530,818,712
F01ST33,33,610,District - Erode,Rural,30-34,786,762,94,97,253,167,86,38,14,13,1828,936,892
F01ST33,33,610,District - Erode,Rural,35-39,913,900,64,135,314,200,100,39,32,16,2272,1176,1096
F01ST33,33,610,District - Erode,Rural,40-44,667,655,49,106,225,123,69,36,26,21,1700,865,835
F01ST33,33,610,District - Erode,Rural,45-49,595,590,41,93,177,106,83,43,18,29,1655,874,781
F01ST33,33,610,District - Erode,Rural,50-54,410,410,35,34,91,85,69,40,33,23,1331,685,646
F01ST33,33,610,District - Erode,Rural,55-59,336,332,35,40,64,55,61,33,17,27,1055,561,494
F01ST33,33,610,District - Erode,Rural,60-64,309,309,28,31,58,58,46,39,18,31,1048,541,507
F01ST33,33,610,District - Erode,Rural,65-69,241,240,27,33,41,36,27,21,20,35,842,464,378
F01ST33,33,610,District - Erode,Rural,70-74,132,132,17,14,14,20,23,12,13,19,493,241,252
F01ST33,33,610,District - Erode,Rural,75-79,60,60,9,6,10,4,10,5,8,8,223,119,104
F01ST33,33,610,District - Erode,Rural,80+,73,73,14,7,13,8,11,7,5,8,232,118,114
F01ST33,33,610,District - Erode,Urban,All Ages,899,617,90,135,225,88,44,16,9,10,1239,659,580
F01ST33,33,610,District - Erode,Urban,Less than 15,194,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,610,District - Erode,Urban,15-19,68,20,13,6,1,0,0,0,0,0,8,5,3
F01ST33,33,610,District - Erode,Urban,20-24,89,58,19,20,14,5,0,0,0,0,63,30,33
F01ST33,33,610,District - Erode,Urban,25-29,80,74,15,23,24,9,2,1,0,0,111,62,49
F01ST33,33,610,District - Erode,Urban,30-34,63,61,2,14,33,6,2,1,2,1,130,75,55
F01ST33,33,610,District - Erode,Urban,35-39,69,69,4,18,33,8,3,2,0,1,138,83,55
F01ST33,33,610,District - Erode,Urban,40-44,75,74,8,13,40,7,3,0,2,1,147,75,72
F01ST33,33,610,District - Erode,Urban,45-49,64,64,8,13,23,11,5,3,0,1,135,62,73
F01ST33,33,610,District - Erode,Urban,50-54,52,52,8,8,19,9,6,1,1,0,108,58,50
F01ST33,33,610,District - Erode,Urban,55-59,52,52,0,9,21,11,5,1,2,3,144,77,67
F01ST33,33,610,District - Erode,Urban,60-64,39,39,7,5,9,10,6,2,0,0,87,44,43
F01ST33,33,610,District - Erode,Urban,65-69,23,23,2,4,7,4,3,2,1,0,58,37,21
F01ST33,33,610,District - Erode,Urban,70-74,11,11,2,1,1,3,3,0,1,0,30,10,20
