Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F01ST33,33,616,District - Ariyalur,Rural,Less than 15,1519,22,18,1,3,0,0,0,0,0,7,3,4
F01ST33,33,616,District - Ariyalur,Rural,15-19,453,90,59,16,7,4,4,0,0,0,58,32,26
F01ST33,33,616,District - Ariyalur,Rural,20-24,412,325,96,101,77,37,11,2,0,1,428,191,237
F01ST33,33,616,District - Ariyalur,Rural,25-29,408,394,44,71,133,96,29,11,5,5,866,389,477
F01ST33,33,616,District - Ariyalur,Rural,30-34,365,360,26,55,93,110,41,20,8,7,937,438,499
F01ST33,33,616,District - Ariyalur,Rural,35-39,426,422,42,46,110,117,68,22,13,4,1110,532,578
F01ST33,33,616,District - Ariyalur,Rural,40-44,313,309,34,59,95,63,34,16,5,3,709,348,361
F01ST33,33,616,District - Ariyalur,Rural,45-49,316,312,29,58,78,81,33,19,9,5,774,363,411
F01ST33,33,616,District - Ariyalur,Rural,50-54,235,235,32,52,55,50,27,11,7,1,524,238,286
F01ST33,33,616,District - Ariyalur,Rural,55-59,183,183,28,39,41,30,23,13,7,2,432,240,192
F01ST33,33,616,District - Ariyalur,Rural,60-64,173,168,27,31,32,27,25,13,8,5,424,193,231
F01ST33,33,616,District - Ariyalur,Rural,65-69,102,101,18,19,27,14,9,9,4,1,227,101,126
F01ST33,33,616,District - Ariyalur,Rural,70-74,82,79,16,12,17,9,6,8,5,6,211,99,112
F01ST33,33,616,District - Ariyalur,Rural,75-79,31,31,5,5,6,5,4,3,1,2,83,38,45
F01ST33,33,616,District - Ariyalur,Rural,80+,29,29,2,7,5,5,6,1,2,1,82,39,43
F01ST33,33,616,District - Ariyalur,Urban,All Ages,399,236,36,40,59,49,30,15,4,3,548,269,279
F01ST33,33,616,District - Ariyalur,Urban,Less than 15,122,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,616,District - Ariyalur,Urban,15-19,35,7,5,1,1,0,0,0,0,0,3,0,3
F01ST33,33,616,District - Ariyalur,Urban,20-24,27,17,3,6,5,2,1,0,0,0,26,12,14
F01ST33,33,616,District - Ariyalur,Urban,25-29,27,25,3,6,7,6,2,1,0,0,51,20,31
F01ST33,33,616,District - Ariyalur,Urban,30-34,21,20,5,3,4,6,1,0,1,0,39,18,21
F01ST33,33,616,District - Ariyalur,Urban,35-39,28,28,4,4,3,9,6,2,0,0,71,36,35
F01ST33,33,616,District - Ariyalur,Urban,40-44,32,32,5,2,10,7,1,6,0,1,86,40,46
F01ST33,33,616,District - Ariyalur,Urban,45-49,33,33,3,2,13,7,4,3,1,0,86,49,37
F01ST33,33,616,District - Ariyalur,Urban,50-54,26,26,1,6,7,6,4,1,0,1,67,36,31
F01ST33,33,616,District - Ariyalur,Urban,55-59,15,15,2,2,2,4,4,1,0,0,39,20,19
F01ST33,33,616,District - Ariyalur,Urban,60-64,15,15,1,6,4,0,3,0,1,0,32,13,19
F01ST33,33,616,District - Ariyalur,Urban,65-69,6,6,2,0,1,0,1,1,1,0,17,11,6
F01ST33,33,616,District - Ariyalur,Urban,70-74,7,7,0,0,2,2,3,0,0,0,22,9,13
F01ST33,33,616,District - Ariyalur,Urban,75-79,1,1,0,0,0,0,0,0,0,1,7,4,3
F01ST33,33,616,District - Ariyalur,Urban,80+,4,4,2,2,0,0,0,0,0,0,2,1,1
F01ST33,33,617,District - Cuddalore,Total,All Ages,7759,4608,835,687,1203,945,484,226,121,107,10576,5683,4893
F01ST33,33,617,District - Cuddalore,Total,Less than 15,2493,15,13,0,2,0,0,0,0,0,4,2,2
F01ST33,33,617,District - Cuddalore,Total,15-19,656,174,117,35,19,1,2,0,0,0,84,42,42
F01ST33,33,617,District - Cuddalore,Total,20-24,678,553,143,171,169,56,11,2,0,1,739,395,344
F01ST33,33,617,District - Cuddalore,Total,25-29,761,732,112,91,259,190,54,14,6,6,1552,838,714
F01ST33,33,617,District - Cuddalore,Total,30-34,580,571,62,61,146,195,64,26,10,7,1438,760,678
F01ST33,33,617,District - Cuddalore,Total,35-39,640,635,64,56,180,154,101,40,26,14,1749,914,835
F01ST33,33,617,District - Cuddalore,Total,40-44,513,512,74,69,117,115,66,37,15,19,1338,721,617
F01ST33,33,617,District - Cuddalore,Total,45-49,468,464,61,67,114,98,63,29,17,15,1206,651,555
F01ST33,33,617,District - Cuddalore,Total,50-54,266,262,48,43,62,40,37,16,9,7,634,370,264
F01ST33,33,617,District - Cuddalore,Total,55-59,262,260,44,41,49,44,33,26,13,10,686,359,327
F01ST33,33,617,District - Cuddalore,Total,60-64,171,170,36,26,33,18,19,18,9,11,455,258,197
F01ST33,33,617,District - Cuddalore,Total,65-69,115,112,29,9,26,15,15,9,4,5,275,146,129
F01ST33,33,617,District - Cuddalore,Total,70-74,78,74,14,6,17,12,7,3,9,6,219,124,95
F01ST33,33,617,District - Cuddalore,Total,75-79,31,31,6,5,5,5,3,3,2,2,85,50,35
F01ST33,33,617,District - Cuddalore,Total,80+,42,40,10,6,5,2,9,3,1,4,111,53,58
F01ST33,33,617,District - Cuddalore,Rural,All Ages,4949,2961,589,415,729,642,306,148,61,71,6697,3564,3133
F01ST33,33,617,District - Cuddalore,Rural,Less than 15,1592,9,8,0,1,0,0,0,0,0,2,1,1
F01ST33,33,617,District - Cuddalore,Rural,15-19,403,100,72,15,11,0,2,0,0,0,45,21,24
F01ST33,33,617,District - Cuddalore,Rural,20-24,401,340,96,96,103,35,8,1,0,1,452,245,207
F01ST33,33,617,District - Cuddalore,Rural,25-29,470,454,70,51,163,128,32,5,2,3,952,502,450
F01ST33,33,617,District - Cuddalore,Rural,30-34,378,374,47,37,90,140,33,17,6,4,920,486,434
F01ST33,33,617,District - Cuddalore,Rural,35-39,396,392,48,36,98,102,67,23,12,6,1042,527,515
F01ST33,33,617,District - Cuddalore,Rural,40-44,337,337,62,41,69,77,44,27,5,12,846,461,385
F01ST33,33,617,District - Cuddalore,Rural,45-49,322,320,48,48,74,71,43,16,10,10,800,433,367
F01ST33,33,617,District - Cuddalore,Rural,50-54,173,170,40,26,39,24,22,9,5,5,385,220,165
F01ST33,33,617,District - Cuddalore,Rural,55-59,166,165,28,26,28,29,20,21,8,5,438,229,209
F01ST33,33,617,District - Cuddalore,Rural,60-64,117,116,26,18,21,11,13,15,3,9,311,175,136
F01ST33,33,617,District - Cuddalore,Rural,65-69,77,74,21,5,14,10,10,6,3,5,191,97,94
F01ST33,33,617,District - Cuddalore,Rural,70-74,57,54,10,6,9,10,5,3,5,6,165,92,73
F01ST33,33,617,District - Cuddalore,Rural,75-79,23,23,3,4,5,4,1,2,2,2,68,38,30
F01ST33,33,617,District - Cuddalore,Rural,80+,32,30,8,5,4,1,6,3,0,3,79,37,42
F01ST33,33,617,District - Cuddalore,Urban,All Ages,2810,1647,246,272,474,303,178,78,60,36,3879,2119,1760
F01ST33,33,617,District - Cuddalore,Urban,Less than 15,901,6,5,0,1,0,0,0,0,0,2,1,1
F01ST33,33,617,District - Cuddalore,Urban,15-19,253,74,45,20,8,1,0,0,0,0,39,21,18
F01ST33,33,617,District - Cuddalore,Urban,20-24,277,213,47,75,66,21,3,1,0,0,287,150,137
F01ST33,33,617,District - Cuddalore,Urban,25-29,291,278,42,40,96,62,22,9,4,3,600,336,264
F01ST33,33,617,District - Cuddalore,Urban,30-34,202,197,15,24,56,55,31,9,4,3,518,274,244
F01ST33,33,617,District - Cuddalore,Urban,35-39,244,243,16,20,82,52,34,17,14,8,707,387,320
F01ST33,33,617,District - Cuddalore,Urban,40-44,176,175,12,28,48,38,22,10,10,7,492,260,232
F01ST33,33,617,District - Cuddalore,Urban,45-49,146,144,13,19,40,27,20,13,7,5,406,218,188
F01ST33,33,617,District - Cuddalore,Urban,50-54,93,92,8,17,23,16,15,7,4,2,249,150,99
F01ST33,33,617,District - Cuddalore,Urban,55-59,96,95,16,15,21,15,13,5,5,5,248,130,118
F01ST33,33,617,District - Cuddalore,Urban,60-64,54,54,10,8,12,7,6,3,6,2,144,83,61
F01ST33,33,617,District - Cuddalore,Urban,65-69,38,38,8,4,12,5,5,3,1,0,84,49,35
F01ST33,33,617,District - Cuddalore,Urban,70-74,21,20,4,0,8,2,2,0,4,0,54,32,22
F01ST33,33,617,District - Cuddalore,Urban,75-79,8,8,3,1,0,1,2,1,0,0,17,12,5
F01ST33,33,617,District - Cuddalore,Urban,80+,10,10,2,1,1,1,3,0,1,1,32,16,16
F01ST33,33,618,District - Nagapattinam,Total,All Ages,1909,1076,150,158,296,203,134,70,34,31,2687,1397,1290
F01ST33,33,618,District - Nagapattinam,Total,Less than 15,622,4,3,1,0,0,0,0,0,0,1,0,1
F01ST33,33,618,District - Nagapattinam,Total,15-19,174,35,25,5,2,1,2,0,0,0,20,11,9
F01ST33,33,618,District - Nagapattinam,Total,20-24,178,131,39,42,39,9,2,0,0,0,155,85,70
F01ST33,33,618,District - Nagapattinam,Total,25-29,191,173,18,35,60,30,22,4,1,3,384,190,194
F01ST33,33,618,District - Nagapattinam,Total,30-34,134,129,8,9,47,35,14,7,4,5,362,180,182
F01ST33,33,618,District - Nagapattinam,Total,35-39,162,160,9,15,49,40,21,13,10,3,464,246,218
F01ST33,33,618,District - Nagapattinam,Total,40-44,103,103,5,12,19,31,16,10,4,6,329,168,161
F01ST33,33,618,District - Nagapattinam,Total,45-49,96,96,10,10,28,21,16,7,2,2,254,132,122
F01ST33,33,618,District - Nagapattinam,Total,50-54,62,62,4,10,11,12,15,4,2,4,191,101,90
F01ST33,33,618,District - Nagapattinam,Total,55-59,67,67,9,9,16,13,10,4,5,1,177,97,80
F01ST33,33,618,District - Nagapattinam,Total,60-64,58,55,9,7,11,6,8,7,4,3,160,86,74
F01ST33,33,618,District - Nagapattinam,Total,65-69,28,28,6,2,5,2,4,8,0,1,82,45,37
F01ST33,33,618,District - Nagapattinam,Total,70-74,17,17,1,0,4,1,4,3,2,2,68,38,30
F01ST33,33,618,District - Nagapattinam,Total,75-79,6,6,0,1,1,2,0,2,0,0,19,9,10
F01ST33,33,618,District - Nagapattinam,Total,80+,10,10,4,0,4,0,0,1,0,1,21,9,12
F01ST33,33,618,District - Nagapattinam,Rural,All Ages,1120,604,88,96,141,110,80,41,27,21,1558,819,739
F01ST33,33,618,District - Nagapattinam,Rural,Less than 15,406,2,1,1,0,0,0,0,0,0,1,0,1
F01ST33,33,618,District - Nagapattinam,Rural,15-19,104,25,17,4,1,1,2,0,0,0,17,9,8
F01ST33,33,618,District - Nagapattinam,Rural,20-24,89,71,21,25,18,5,2,0,0,0,84,45,39
F01ST33,33,618,District - Nagapattinam,Rural,25-29,108,100,10,16,30,19,17,4,1,3,252,124,128
F01ST33,33,618,District - Nagapattinam,Rural,30-34,72,71,6,6,20,19,8,5,4,3,208,96,112
F01ST33,33,618,District - Nagapattinam,Rural,35-39,96,94,3,12,21,22,15,9,9,3,301,156,145
F01ST33,33,618,District - Nagapattinam,Rural,40-44,63,63,3,9,11,15,8,9,3,5,210,111,99
F01ST33,33,618,District - Nagapattinam,Rural,45-49,50,50,6,4,15,15,5,3,1,1,127,71,56
F01ST33,33,618,District - Nagapattinam,Rural,50-54,33,33,3,5,4,7,9,0,1,4,107,57,50
F01ST33,33,618,District - Nagapattinam,Rural,55-59,36,36,7,7,9,3,4,2,3,1,85,54,31
F01ST33,33,618,District - Nagapattinam,Rural,60-64,35,32,7,6,7,0,6,3,3,0,77,46,31
F01ST33,33,618,District - Nagapattinam,Rural,65-69,11,11,2,0,1,2,3,3,0,0,35,20,15
F01ST33,33,618,District - Nagapattinam,Rural,70-74,7,7,0,0,2,0,1,2,2,0,30,19,11
F01ST33,33,618,District - Nagapattinam,Rural,75-79,4,4,0,1,0,2,0,1,0,0,12,7,5
F01ST33,33,618,District - Nagapattinam,Rural,80+,5,5,2,0,2,0,0,0,0,1,12,4,8
F01ST33,33,618,District - Nagapattinam,Urban,All Ages,789,472,62,62,155,93,54,29,7,10,1129,578,551
F01ST33,33,618,District - Nagapattinam,Urban,Less than 15,216,2,2,0,0,0,0,0,0,0,0,0,0
F01ST33,33,618,District - Nagapattinam,Urban,15-19,70,10,8,1,1,0,0,0,0,0,3,2,1
F01ST33,33,618,District - Nagapattinam,Urban,20-24,89,60,18,17,21,4,0,0,0,0,71,40,31
F01ST33,33,618,District - Nagapattinam,Urban,25-29,83,73,8,19,30,11,5,0,0,0,132,66,66
F01ST33,33,618,District - Nagapattinam,Urban,30-34,62,58,2,3,27,16,6,2,0,2,154,84,70
F01ST33,33,618,District - Nagapattinam,Urban,35-39,66,66,6,3,28,18,6,4,1,0,163,90,73
F01ST33,33,618,District - Nagapattinam,Urban,40-44,40,40,2,3,8,16,8,1,1,1,119,57,62
F01ST33,33,618,District - Nagapattinam,Urban,45-49,46,46,4,6,13,6,11,4,1,1,127,61,66
F01ST33,33,618,District - Nagapattinam,Urban,50-54,29,29,1,5,7,5,6,4,1,0,84,44,40
F01ST33,33,618,District - Nagapattinam,Urban,55-59,31,31,2,2,7,10,6,2,2,0,92,43,49
F01ST33,33,618,District - Nagapattinam,Urban,60-64,23,23,2,1,4,6,2,4,1,3,83,40,43
F01ST33,33,618,District - Nagapattinam,Urban,65-69,17,17,4,2,4,0,1,5,0,1,47,25,22
F01ST33,33,618,District - Nagapattinam,Urban,70-74,10,10,1,0,2,1,3,1,0,2,38,19,19
F01ST33,33,618,District - Nagapattinam,Urban,75-79,2,2,0,0,1,0,0,1,0,0,7,2,5
F01ST33,33,618,District - Nagapattinam,Urban,80+,5,5,2,0,2,0,0,1,0,0,9,5,4
F01ST33,33,619,District - Thiruvarur,Total,All Ages,1568,861,158,147,220,154,99,38,21,24,1950,936,1014
F01ST33,33,619,District - Thiruvarur,Total,Less than 15,531,1,0,1,0,0,0,0,0,0,1,0,1
F01ST33,33,619,District - Thiruvarur,Total,15-19,138,28,21,4,1,2,0,0,0,0,12,4,8
F01ST33,33,619,District - Thiruvarur,Total,20-24,166,121,41,32,34,9,2,1,2,0,152,82,70
F01ST33,33,619,District - Thiruvarur,Total,25-29,158,146,28,31,49,21,14,1,2,0,265,119,146
F01ST33,33,619,District - Thiruvarur,Total,30-34,109,106,7,12,34,23,12,10,4,4,301,134,167
F01ST33,33,619,District - Thiruvarur,Total,35-39,103,101,3,12,22,32,17,6,6,3,309,139,170
F01ST33,33,619,District - Thiruvarur,Total,40-44,104,103,14,14,27,23,15,2,4,4,262,130,132
F01ST33,33,619,District - Thiruvarur,Total,45-49,85,83,5,16,17,17,14,7,0,7,250,125,125
F01ST33,33,619,District - Thiruvarur,Total,50-54,61,61,13,10,16,10,6,5,1,0,127,73,54
F01ST33,33,619,District - Thiruvarur,Total,55-59,33,33,7,6,8,6,5,1,0,0,65,35,30
F01ST33,33,619,District - Thiruvarur,Total,60-64,36,36,12,1,7,5,5,2,1,3,90,47,43
F01ST33,33,619,District - Thiruvarur,Total,65-69,20,20,1,5,3,2,5,1,1,2,64,29,35
F01ST33,33,619,District - Thiruvarur,Total,70-74,9,9,2,2,0,3,2,0,0,0,19,7,12
F01ST33,33,619,District - Thiruvarur,Total,75-79,5,4,1,0,1,1,0,1,0,0,10,3,7
F01ST33,33,619,District - Thiruvarur,Total,80+,8,8,2,1,1,0,2,1,0,1,23,9,14
F01ST33,33,619,District - Thiruvarur,Rural,All Ages,478,264,53,50,56,41,35,13,8,8,597,291,306
F01ST33,33,619,District - Thiruvarur,Rural,Less than 15,173,1,0,1,0,0,0,0,0,0,1,0,1
F01ST33,33,619,District - Thiruvarur,Rural,15-19,39,10,6,3,0,1,0,0,0,0,6,1,5
F01ST33,33,619,District - Thiruvarur,Rural,20-24,49,41,14,13,10,1,1,1,1,0,51,26,25
F01ST33,33,619,District - Thiruvarur,Rural,25-29,41,38,9,8,11,6,4,0,0,0,64,28,36
F01ST33,33,619,District - Thiruvarur,Rural,30-34,31,30,2,5,6,6,5,3,1,2,90,40,50
F01ST33,33,619,District - Thiruvarur,Rural,35-39,35,35,2,3,7,9,7,2,3,2,114,56,58
F01ST33,33,619,District - Thiruvarur,Rural,40-44,24,24,5,4,4,4,4,0,2,1,59,29,30
F01ST33,33,619,District - Thiruvarur,Rural,45-49,29,28,3,5,6,4,6,2,0,2,77,42,35
F01ST33,33,619,District - Thiruvarur,Rural,50-54,18,18,5,2,5,3,2,1,0,0,34,22,12
F01ST33,33,619,District - Thiruvarur,Rural,55-59,9,9,2,1,3,2,0,1,0,0,18,9,9
F01ST33,33,619,District - Thiruvarur,Rural,60-64,14,14,3,0,1,2,4,2,1,1,50,26,24
F01ST33,33,619,District - Thiruvarur,Rural,65-69,9,9,0,4,2,2,1,0,0,0,18,8,10
F01ST33,33,619,District - Thiruvarur,Rural,70-74,3,3,0,1,0,1,1,0,0,0,8,3,5
F01ST33,33,619,District - Thiruvarur,Rural,75-79,2,2,1,0,1,0,0,0,0,0,2,1,1
F01ST33,33,619,District - Thiruvarur,Rural,80+,2,2,1,0,0,0,0,1,0,0,5,0,5
F01ST33,33,619,District - Thiruvarur,Urban,All Ages,1090,597,105,97,164,113,64,25,13,16,1353,645,708
F01ST33,33,619,District - Thiruvarur,Urban,Less than 15,358,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,619,District - Thiruvarur,Urban,15-19,99,18,15,1,1,1,0,0,0,0,6,3,3
F01ST33,33,619,District - Thiruvarur,Urban,20-24,117,80,27,19,24,8,1,0,1,0,101,56,45
F01ST33,33,619,District - Thiruvarur,Urban,25-29,117,108,19,23,38,15,10,1,2,0,201,91,110
F01ST33,33,619,District - Thiruvarur,Urban,30-34,78,76,5,7,28,17,7,7,3,2,211,94,117
F01ST33,33,619,District - Thiruvarur,Urban,35-39,68,66,1,9,15,23,10,4,3,1,195,83,112
F01ST33,33,619,District - Thiruvarur,Urban,40-44,80,79,9,10,23,19,11,2,2,3,203,101,102
F01ST33,33,619,District - Thiruvarur,Urban,45-49,56,55,2,11,11,13,8,5,0,5,173,83,90
F01ST33,33,619,District - Thiruvarur,Urban,50-54,43,43,8,8,11,7,4,4,1,0,93,51,42
F01ST33,33,619,District - Thiruvarur,Urban,55-59,24,24,5,5,5,4,5,0,0,0,47,26,21
F01ST33,33,619,District - Thiruvarur,Urban,60-64,22,22,9,1,6,3,1,0,0,2,40,21,19
F01ST33,33,619,District - Thiruvarur,Urban,65-69,11,11,1,1,1,0,4,1,1,2,46,21,25
F01ST33,33,619,District - Thiruvarur,Urban,70-74,6,6,2,1,0,2,1,0,0,0,11,4,7
F01ST33,33,619,District - Thiruvarur,Urban,75-79,3,2,0,0,0,1,0,1,0,0,8,2,6
F01ST33,33,619,District - Thiruvarur,Urban,80+,6,6,1,1,1,0,2,0,0,1,18,9,9
F01ST33,33,620,District - Thanjavur,Total,All Ages,1822,1045,140,188,282,202,114,62,19,38,2549,1296,1253
F01ST33,33,620,District - Thanjavur,Total,Less than 15,535,6,5,1,0,0,0,0,0,0,1,1,0
F01ST33,33,620,District - Thanjavur,Total,15-19,188,32,18,7,3,2,2,0,0,0,27,19,8
F01ST33,33,620,District - Thanjavur,Total,20-24,148,94,17,30,31,12,2,1,0,1,149,81,68
F01ST33,33,620,District - Thanjavur,Total,25-29,182,160,28,28,55,34,12,3,0,0,303,153,150
F01ST33,33,620,District - Thanjavur,Total,30-34,134,127,8,19,46,25,17,8,1,3,321,162,159
F01ST33,33,620,District - Thanjavur,Total,35-39,149,145,14,18,41,39,15,9,3,6,389,198,191
F01ST33,33,620,District - Thanjavur,Total,40-44,94,93,10,20,29,14,8,6,2,4,225,101,124
F01ST33,33,620,District - Thanjavur,Total,45-49,117,116,12,21,25,24,17,11,4,2,305,146,159
F01ST33,33,620,District - Thanjavur,Total,50-54,77,76,10,12,15,13,13,4,2,7,224,116,108
F01ST33,33,620,District - Thanjavur,Total,55-59,67,67,7,9,12,11,13,7,4,4,208,109,99
F01ST33,33,620,District - Thanjavur,Total,60-64,51,50,3,6,14,13,5,6,0,3,148,74,74
F01ST33,33,620,District - Thanjavur,Total,65-69,35,35,3,8,6,9,4,1,1,3,103,58,45
F01ST33,33,620,District - Thanjavur,Total,70-74,16,16,1,4,0,2,3,4,1,1,57,31,26
F01ST33,33,620,District - Thanjavur,Total,75-79,11,11,1,2,2,1,1,1,0,3,42,24,18
F01ST33,33,620,District - Thanjavur,Total,80+,17,17,3,3,3,3,2,1,1,1,47,23,24
F01ST33,33,620,District - Thanjavur,Rural,All Ages,675,379,50,73,103,75,37,21,8,12,904,470,434
F01ST33,33,620,District - Thanjavur,Rural,Less than 15,219,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,620,District - Thanjavur,Rural,15-19,69,15,7,4,2,2,0,0,0,0,14,10,4
F01ST33,33,620,District - Thanjavur,Rural,20-24,47,31,6,4,15,4,1,0,0,1,58,27,31
F01ST33,33,620,District - Thanjavur,Rural,25-29,62,57,7,13,16,13,6,2,0,0,118,62,56
F01ST33,33,620,District - Thanjavur,Rural,30-34,39,37,2,8,11,5,4,3,1,3,103,55,48
F01ST33,33,620,District - Thanjavur,Rural,35-39,51,50,7,5,15,11,5,3,3,1,130,75,55
F01ST33,33,620,District - Thanjavur,Rural,40-44,42,42,4,6,15,10,3,3,0,1,101,42,59
F01ST33,33,620,District - Thanjavur,Rural,45-49,44,44,2,16,8,8,4,4,2,0,104,50,54
F01ST33,33,620,District - Thanjavur,Rural,50-54,28,28,6,5,4,5,4,2,1,1,67,35,32
F01ST33,33,620,District - Thanjavur,Rural,55-59,25,25,4,3,6,6,6,0,0,0,57,32,25
F01ST33,33,620,District - Thanjavur,Rural,60-64,21,21,1,5,5,5,2,1,0,2,61,30,31
F01ST33,33,620,District - Thanjavur,Rural,65-69,17,17,0,3,5,6,1,0,0,2,56,30,26
F01ST33,33,620,District - Thanjavur,Rural,70-74,3,3,1,0,0,0,0,1,1,0,11,5,6
F01ST33,33,620,District - Thanjavur,Rural,75-79,5,5,1,1,0,0,1,1,0,1,17,12,5
F01ST33,33,620,District - Thanjavur,Rural,80+,3,3,1,0,1,0,0,1,0,0,7,5,2
F01ST33,33,620,District - Thanjavur,Urban,All Ages,1147,666,90,115,179,127,77,41,11,26,1645,826,819
F01ST33,33,620,District - Thanjavur,Urban,Less than 15,316,5,4,1,0,0,0,0,0,0,1,1,0
F01ST33,33,620,District - Thanjavur,Urban,15-19,119,17,11,3,1,0,2,0,0,0,13,9,4
F01ST33,33,620,District - Thanjavur,Urban,20-24,101,63,11,26,16,8,1,1,0,0,91,54,37
F01ST33,33,620,District - Thanjavur,Urban,25-29,120,103,21,15,39,21,6,1,0,0,185,91,94
F01ST33,33,620,District - Thanjavur,Urban,30-34,95,90,6,11,35,20,13,5,0,0,218,107,111
F01ST33,33,620,District - Thanjavur,Urban,35-39,98,95,7,13,26,28,10,6,0,5,259,123,136
F01ST33,33,620,District - Thanjavur,Urban,40-44,52,51,6,14,14,4,5,3,2,3,124,59,65
F01ST33,33,620,District - Thanjavur,Urban,45-49,73,72,10,5,17,16,13,7,2,2,201,96,105
F01ST33,33,620,District - Thanjavur,Urban,50-54,49,48,4,7,11,8,9,2,1,6,157,81,76
F01ST33,33,620,District - Thanjavur,Urban,55-59,42,42,3,6,6,5,7,7,4,4,151,77,74
F01ST33,33,620,District - Thanjavur,Urban,60-64,30,29,2,1,9,8,3,5,0,1,87,44,43
F01ST33,33,620,District - Thanjavur,Urban,65-69,18,18,3,5,1,3,3,1,1,1,47,28,19
F01ST33,33,620,District - Thanjavur,Urban,70-74,13,13,0,4,0,2,3,3,0,1,46,26,20
F01ST33,33,620,District - Thanjavur,Urban,75-79,6,6,0,1,2,1,0,0,0,2,25,12,13
F01ST33,33,620,District - Thanjavur,Urban,80+,14,14,2,3,2,3,2,0,1,1,40,18,22
F01ST33,33,621,District - Pudukkottai,Total,All Ages,636,377,59,48,96,81,29,35,13,16,993,497,496
F01ST33,33,621,District - Pudukkottai,Total,Less than 15,199,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,621,District - Pudukkottai,Total,15-19,57,21,13,6,1,1,0,0,0,0,11,8,3
F01ST33,33,621,District - Pudukkottai,Total,20-24,64,47,16,12,10,6,2,0,0,1,66,27,39
F01ST33,33,621,District - Pudukkottai,Total,25-29,69,66,8,8,22,20,6,2,0,0,146,73,73
F01ST33,33,621,District - Pudukkottai,Total,30-34,52,51,3,4,21,15,3,4,0,1,130,79,51
F01ST33,33,621,District - Pudukkottai,Total,35-39,49,46,2,9,14,12,5,3,0,1,120,67,53
F01ST33,33,621,District - Pudukkottai,Total,40-44,32,32,1,3,10,9,0,5,3,1,104,50,54
F01ST33,33,621,District - Pudukkottai,Total,45-49,31,31,3,1,6,6,3,6,2,4,120,54,66
F01ST33,33,621,District - Pudukkottai,Total,50-54,24,24,4,0,3,6,1,2,5,3,94,46,48
F01ST33,33,621,District - Pudukkottai,Total,55-59,22,22,2,3,5,3,3,4,1,1,67,25,42
F01ST33,33,621,District - Pudukkottai,Total,60-64,14,14,1,1,3,3,1,1,1,3,53,32,21
F01ST33,33,621,District - Pudukkottai,Total,65-69,9,9,4,0,0,0,1,3,0,1,32,13,19
F01ST33,33,621,District - Pudukkottai,Total,70-74,6,6,1,0,1,0,1,3,0,0,21,12,9
F01ST33,33,621,District - Pudukkottai,Total,75-79,4,4,1,0,0,0,1,1,1,0,15,6,9
F01ST33,33,621,District - Pudukkottai,Total,80+,4,4,0,1,0,0,2,1,0,0,14,5,9
F01ST33,33,621,District - Pudukkottai,Rural,All Ages,419,242,38,28,58,49,22,25,8,14,679,327,352
F01ST33,33,621,District - Pudukkottai,Rural,Less than 15,145,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,621,District - Pudukkottai,Rural,15-19,36,15,10,4,1,0,0,0,0,0,6,4,2
F01ST33,33,621,District - Pudukkottai,Rural,20-24,38,30,10,8,6,3,2,0,0,1,45,16,29
F01ST33,33,621,District - Pudukkottai,Rural,25-29,41,39,2,3,14,13,6,1,0,0,99,51,48
F01ST33,33,621,District - Pudukkottai,Rural,30-34,33,33,3,2,10,11,3,3,0,1,89,51,38
F01ST33,33,621,District - Pudukkottai,Rural,35-39,30,29,2,5,8,7,4,2,0,1,80,42,38
F01ST33,33,621,District - Pudukkottai,Rural,40-44,21,21,1,2,7,5,0,4,1,1,68,28,40
F01ST33,33,621,District - Pudukkottai,Rural,45-49,22,22,2,1,3,4,2,6,1,3,91,41,50
F01ST33,33,621,District - Pudukkottai,Rural,50-54,16,16,1,0,3,3,0,1,5,3,76,34,42
F01ST33,33,621,District - Pudukkottai,Rural,55-59,11,11,2,1,3,1,1,1,1,1,32,14,18
F01ST33,33,621,District - Pudukkottai,Rural,60-64,10,10,1,1,2,2,1,1,0,2,35,22,13
F01ST33,33,621,District - Pudukkottai,Rural,65-69,7,7,3,0,0,0,1,2,0,1,27,11,16
F01ST33,33,621,District - Pudukkottai,Rural,70-74,3,3,0,0,1,0,0,2,0,0,12,7,5
F01ST33,33,621,District - Pudukkottai,Rural,75-79,2,2,1,0,0,0,0,1,0,0,5,1,4
F01ST33,33,621,District - Pudukkottai,Rural,80+,4,4,0,1,0,0,2,1,0,0,14,5,9
F01ST33,33,621,District - Pudukkottai,Urban,All Ages,217,135,21,20,38,32,7,10,5,2,314,170,144
F01ST33,33,621,District - Pudukkottai,Urban,Less than 15,54,0,0,0,0,0,0,0,0,0,0,0,0
